,,9,gogoami,gogoami,9,9
Max,,10,stellahyc,stellahyc,6,8
,,8,loislinlin,loislinlin,7,7.5
,,3,dacota,dacota,10,6.5
,,5,ifans,ifans,8,6.5
,,7,People2,People2,4,5.5
,,4,mcdulll,mcdulll,3,3.5
,,6,milo0922,milo0922,1,3.5
,,1,yeahyeh70,yeahyeh70,5,3
,,2,kato3c,kato3c,2,2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
